# x y som_x som_y cluster b_Alpha b_Bravo b_Charlie b_Delta Alpha Bravo Charlie Delta
342500.000000 7452800.000000 0 24 7 5548.961426 29.960127 2.490420 4043.992676 20135.011719 50.337528 10.067506 5033.752930
342500.000000 7452900.000000 7 44 3 1000.485596 30.014568 3.001457 4101.991699 19967.958984 49.919899 9.983980 4991.989746
342500.000000 7453000.000000 14 23 3 1006.684570 30.200539 3.020054 4127.406250 19841.851562 49.604630 9.920926 4960.462891
342500.000000 7453100.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20169.341797 50.423355 10.084671 5042.335449
342500.000000 7453200.000000 2 33 3 996.901001 29.907028 2.990703 4087.294189 20095.035156 50.237587 10.047518 5023.758789
342500.000000 7453300.000000 4 45 3 1000.454956 30.013649 3.001365 4101.865723 19975.291016 49.938229 9.987646 4993.822754
342500.000000 7453400.000000 3 24 7 5452.110840 29.964663 2.501656 4045.691650 20133.007812 50.332523 10.066504 5033.251953
342500.000000 7453500.000000 11 35 3 1100.106689 29.831442 2.971397 4075.789307 19889.794922 49.724483 9.944897 4972.448730
342500.000000 7453600.000000 5 31 3 998.417969 29.952538 2.995253 4093.513672 20086.750000 50.216873 10.043375 5021.687500
342500.000000 7453700.000000 14 20 3 1008.479126 30.254362 3.025437 4134.763672 19802.314453 49.505787 9.901157 4950.578613
342500.000000 7453800.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19885.849609 49.714622 9.942924 4971.462402
342500.000000 7453900.000000 7 46 3 1000.804382 30.024137 3.002414 4103.298340 19961.365234 49.903416 9.980682 4990.341309
342500.000000 7454000.000000 11 35 3 1100.106689 29.831442 2.971397 4075.789307 19888.923828 49.722309 9.944462 4972.230957
342500.000000 7454100.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20163.777344 50.409443 10.081889 5040.944336
342500.000000 7454200.000000 4 46 3 1000.726501 30.021797 3.002180 4102.979004 19969.648438 49.924118 9.984824 4992.412109
342500.000000 7454300.000000 13 24 3 1006.625916 30.198780 3.019878 4127.166992 19845.798828 49.614498 9.922899 4961.449707
342500.000000 7454400.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20165.751953 50.414383 10.082876 5041.437988
342500.000000 7454500.000000 13 24 3 1006.625916 30.198780 3.019878 4127.166992 19845.654297 49.614140 9.922828 4961.413574
342500.000000 7454600.000000 0 27 1 4739.833496 29.955280 2.579830 4052.320557 20125.712891 50.314281 10.062856 5031.428223
342500.000000 7454700.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20161.021484 50.402550 10.080510 5040.255371
342500.000000 7454800.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20175.865234 50.439663 10.087933 5043.966309
342500.000000 7454900.000000 4 35 3 997.223938 29.916718 2.991672 4088.617432 20054.214844 50.135536 10.027107 5013.553711
342500.000000 7455000.000000 5 34 3 998.086975 29.942610 2.994261 4092.156738 20088.767578 50.221920 10.044384 5022.191895
342500.000000 7455100.000000 12 47 5 9806.527344 30.023951 2.023979 4005.429688 19938.548828 49.846371 9.969275 4984.637207
342500.000000 7455200.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19922.746094 49.806866 9.961373 4980.686523
342500.000000 7455300.000000 0 32 3 996.082458 29.882469 2.988247 4083.938721 20092.544922 50.231361 10.046272 5023.136230
342500.000000 7455400.000000 1 28 1 4425.200195 29.953594 2.614607 4055.585938 20123.679688 50.309196 10.061839 5030.919922
342500.000000 7455500.000000 0 25 7 5294.056152 29.959694 2.518700 4046.765869 20132.544922 50.331360 10.066272 5033.136230
342500.000000 7455600.000000 8 31 3 996.442444 29.893270 2.989327 4085.414062 19979.296875 49.948242 9.989648 4994.824219
342500.000000 7455700.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19887.462891 49.718658 9.943732 4971.865723
342500.000000 7455800.000000 12 33 3 1173.147217 29.859749 2.966219 4078.859863 19852.513672 49.631287 9.926257 4963.128418
342500.000000 7455900.000000 8 45 3 1000.864380 30.025930 3.002593 4103.543945 19962.169922 49.905426 9.981085 4990.542480
342500.000000 7456000.000000 11 21 3 1007.585876 30.227592 3.022760 4131.103516 19850.046875 49.625118 9.925024 4962.511719
342500.000000 7456100.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20166.234375 50.415588 10.083117 5041.558594
342500.000000 7456200.000000 14 23 3 1006.684570 30.200539 3.020054 4127.406250 19842.255859 49.605637 9.921127 4960.563965
342500.000000 7456300.000000 11 34 3 1085.431396 29.847389 2.974674 4078.130615 19857.853516 49.644634 9.928926 4964.463379
342500.000000 7456400.000000 15 23 3 1013.682190 30.207417 3.019990 4128.270996 19815.390625 49.538475 9.907695 4953.847656
342500.000000 7456500.000000 2 44 3 1000.127197 30.003815 3.000381 4100.520996 20007.734375 50.019333 10.003867 5001.933594
342500.000000 7456600.000000 15 23 3 1013.682190 30.207417 3.019990 4128.270996 19814.888672 49.537220 9.907444 4953.722168
342500.000000 7456700.000000 10 29 3 1002.495300 30.074863 3.007486 4110.231445 19899.933594 49.749832 9.949966 4974.983398
342500.000000 7456800.000000 5 27 1 4619.129883 29.962126 2.593949 4054.599609 20080.488281 50.201218 10.040244 5020.122070
342500.000000 7456900.000000 2 32 3 996.928833 29.907866 2.990787 4087.408447 20096.326172 50.240818 10.048163 5024.081543
342500.000000 7457000.000000 9 32 3 1007.777588 29.873825 2.986049 4082.624023 19883.529297 49.708824 9.941765 4970.882324
342500.000000 7457100.000000 14 20 3 1008.479126 30.254362 3.025437 4134.763672 19804.416016 49.511040 9.902207 4951.104004
342500.000000 7457200.000000 15 23 3 1013.682190 30.207417 3.019990 4128.270996 19812.931641 49.532330 9.906466 4953.232910
342500.000000 7457300.000000 2 28 1 4404.644531 29.954378 2.616967 4055.906250 20126.050781 50.315125 10.063025 5031.512695
342500.000000 7457400.000000 14 20 3 1008.479126 30.254362 3.025437 4134.763672 19804.123047 49.510307 9.902061 4951.030762
342500.000000 7457500.000000 13 21 3 1006.976318 30.209290 3.020929 4128.603516 19808.085938 49.520218 9.904043 4952.021484
342500.000000 7457600.000000 1 33 3 996.879517 29.906385 2.990638 4087.206299 20094.222656 50.235558 10.047112 5023.555664
342500.000000 7457700.000000 4 34 3 998.009705 29.940292 2.994029 4091.839844 20083.968750 50.209923 10.041985 5020.992188
342500.000000 7457800.000000 9 29 3 1003.561951 30.106857 3.010685 4114.603027 19927.576172 49.818939 9.963788 4981.894043
342500.000000 7457900.000000 2 32 3 996.928833 29.907866 2.990787 4087.408447 20096.052734 50.240135 10.048027 5024.013184
342500.000000 7458000.000000 11 22 3 1007.003723 30.210081 3.021010 4128.714844 19849.263672 49.623158 9.924632 4962.315918
342500.000000 7458100.000000 3 34 3 996.900574 29.907015 2.990702 4087.292236 20089.921875 50.224808 10.044961 5022.480469
342500.000000 7458200.000000 14 47 5 10000.818359 30.002445 2.000164 4000.326172 19934.718750 49.836796 9.967360 4983.679688
342500.000000 7458300.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20173.837891 50.434597 10.086920 5043.459473
342500.000000 7458400.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20162.187500 50.405472 10.081094 5040.546875
342500.000000 7458500.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19920.406250 49.801014 9.960203 4980.101562
342500.000000 7458600.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19920.486328 49.801220 9.960243 4980.121582
342500.000000 7458700.000000 4 31 3 998.272278 29.948172 2.994817 4092.916504 20087.654297 50.219135 10.043827 5021.913574
342500.000000 7458800.000000 0 29 1 4143.589355 29.948015 2.645323 4057.941650 20121.177734 50.302944 10.060589 5030.294434
342500.000000 7458900.000000 8 31 3 996.442444 29.893270 2.989327 4085.414062 19979.011719 49.947529 9.989506 4994.752930
342500.000000 7459000.000000 8 33 3 994.976685 29.849302 2.984930 4079.404785 19935.216797 49.838039 9.967608 4983.804199
342500.000000 7459100.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19922.935547 49.807339 9.961468 4980.733887
342500.000000 7459200.000000 1 44 3 999.605469 29.988171 2.998817 4098.383789 20009.271484 50.023182 10.004636 5002.317871
342500.000000 7459300.000000 3 27 1 4668.617676 29.959852 2.588209 4053.728027 20128.580078 50.321449 10.064290 5032.145020
342500.000000 7459400.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19887.757812 49.719395 9.943878 4971.939453
342500.000000 7459500.000000 8 21 7 6443.461426 29.987019 2.393824 4037.736572 19858.738281 49.646847 9.929369 4964.684570
342500.000000 7459600.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20173.048828 50.432621 10.086524 5043.262207
342500.000000 7459700.000000 4 46 3 1000.726501 30.021797 3.002180 4102.979004 19969.216797 49.923042 9.984608 4992.304199
342500.000000 7459800.000000 11 23 3 1006.837952 30.205139 3.020514 4128.035645 19851.984375 49.629959 9.925992 4962.996094
342500.000000 7459900.000000 0 33 3 996.449707 29.893492 2.989349 4085.444092 20091.982422 50.229958 10.045992 5022.995605
342600.000000 7450000.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20174.412109 50.436028 10.087206 5043.603027
342600.000000 7450100.000000 0 34 3 996.821777 29.904654 2.990466 4086.969727 20082.255859 50.205639 10.041128 5020.563965
342600.000000 7450200.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20173.460938 50.433651 10.086731 5043.365234
342600.000000 7450300.000000 4 28 1 4362.485840 29.956741 2.621904 4056.711182 20097.619141 50.244045 10.048809 5024.404785
342600.000000 7450400.000000 5 30 3 998.462036 29.953861 2.995386 4093.694336 20086.060547 50.215153 10.043031 5021.515137
342600.000000 7450500.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20175.703125 50.439259 10.087852 5043.925781
342600.000000 7450600.000000 3 32 3 997.349854 29.920500 2.992050 4089.134521 20098.072266 50.245178 10.049036 5024.518066
342600.000000 7450700.000000 14 20 3 1008.479126 30.254362 3.025437 4134.763672 19801.794922 49.504486 9.900897 4950.448730
342600.000000 7450800.000000 2 42 3 998.884094 29.966522 2.996652 4095.425049 20016.001953 50.040009 10.008001 5004.000488
342600.000000 7450900.000000 14 20 3 1008.479126 30.254362 3.025437 4134.763672 19804.269531 49.510674 9.902135 4951.067383
342600.000000 7451000.000000 2 37 3 996.617676 29.898531 2.989853 4086.132568 20048.537109 50.121342 10.024268 5012.134277
342600.000000 7451100.000000 5 28 1 4341.013184 29.959097 2.624537 4057.276123 20081.486328 50.203716 10.040743 5020.371582
342600.000000 7451200.000000 13 46 5 9985.776367 29.957327 1.997155 3994.310791 19936.107422 49.840267 9.968054 4984.026855
342600.000000 7451300.000000 5 35 3 998.033936 29.941021 2.994102 4091.939453 20052.601562 50.131504 10.026301 5013.150391
342600.000000 7451400.000000 1 24 7 5517.165527 29.962082 2.494157 4044.609375 20134.193359 50.335484 10.067097 5033.548340
342600.000000 7451500.000000 11 34 3 1085.431396 29.847389 2.974674 4078.130615 19858.212891 49.645531 9.929107 4964.553223
342600.000000 7451600.000000 0 24 7 5548.961426 29.960127 2.490420 4043.992676 20134.619141 50.336548 10.067309 5033.654785
342600.000000 7451700.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20171.962891 50.429909 10.085981 5042.990723
342600.000000 7451800.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19885.300781 49.713253 9.942651 4971.325195
342600.000000 7451900.000000 2 29 1 4109.730469 29.950598 2.649351 4058.675293 20123.261719 50.308151 10.061630 5030.815430
342600.000000 7452000.000000 12 23 3 1006.789673 30.203688 3.020369 4127.837402 19847.330078 49.618324 9.923665 4961.832520
342600.000000 7452100.000000 14 23 3 1006.684570 30.200539 3.020054 4127.406250 19840.476562 49.601192 9.920238 4960.119141
342600.000000 7452200.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20160.021484 50.400055 10.080011 5040.005371
342600.000000 7452300.000000 13 22 3 1006.934814 30.208046 3.020805 4128.432617 19844.603516 49.611507 9.922301 4961.150879
342600.000000 7452400.000000 3 40 3 998.290100 29.948708 2.994871 4092.989746 20019.099609 50.047749 10.009550 5004.774902
342600.000000 7452500.000000 8 41 3 998.989197 29.969673 2.996968 4095.855225 20005.533203 50.013832 10.002767 5001.383301
342600.000000 7452600.000000 2 28 1 4404.644531 29.954378 2.616967 4055.906250 20125.818359 50.314545 10.062909 5031.454590
342600.000000 7452700.000000 3 27 1 4668.617676 29.959852 2.588209 4053.728027 20128.769531 50.321922 10.064384 5032.192383
342600.000000 7452800.000000 0 29 1 4143.589355 29.948015 2.645323 4057.941650 20121.083984 50.302711 10.060542 5030.270996
342600.000000 7452900.000000 13 35 3 1269.810181 29.829147 2.952302 4073.586426 20013.785156 50.034462 10.006893 5003.446289
342600.000000 7453000.000000 0 37 3 996.641174 29.899239 2.989924 4086.229004 20052.935547 50.132339 10.026467 5013.233887
342600.000000 7453100.000000 11 35 3 1100.106689 29.831442 2.971397 4075.789307 19890.056641 49.725140 9.945028 4972.514160
342600.000000 7453200.000000 5 27 1 4619.129883 29.962126 2.593949 4054.599609 20080.765625 50.201912 10.040382 5020.191406
342600.000000 7453300.000000 13 46 5 9985.776367 29.957327 1.997155 3994.310791 19935.613281 49.839031 9.967807 4983.903320
342600.000000 7453400.000000 1 25 7 5264.738281 29.961275 2.522121 4047.302002 20133.757812 50.334396 10.066879 5033.439453
342600.000000 7453500.000000 4 33 3 997.816406 29.934496 2.993449 4091.047363 20095.394531 50.238487 10.047697 5023.848633
342600.000000 7453600.000000 11 35 3 1100.106689 29.831442 2.971397 4075.789307 19889.173828 49.722935 9.944587 4972.293457
342600.000000 7453700.000000 4 46 3 1000.726501 30.021797 3.002180 4102.979004 19969.683594 49.924210 9.984841 4992.420898
342600.000000 7453800.000000 10 28 3 1002.781616 30.083439 3.008344 4111.405762 19893.041016 49.732601 9.946520 4973.260254
342600.000000 7453900.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20178.035156 50.445087 10.089017 5044.508789
342600.000000 7454000.000000 5 36 3 996.993103 29.909794 2.990980 4087.672119 20045.351562 50.113377 10.022676 5011.337891
342600.000000 7454100.000000 5 47 3 1000.864563 30.025934 3.002594 4103.544434 19964.750000 49.911873 9.982375 4991.187500
342600.000000 7454200.000000 0 48 3 1000.404968 30.012148 3.001215 4101.660645 20001.054688 50.002636 10.000527 5000.263672
342600.000000 7454300.000000 14 23 3 1006.684570 30.200539 3.020054 4127.406250 19840.023438 49.600060 9.920012 4960.005859
342600.000000 7454400.000000 7 44 3 1000.485596 30.014568 3.001457 4101.991699 19968.402344 49.921005 9.984201 4992.100586
342600.000000 7454500.000000 5 46 3 1000.808472 30.024250 3.002425 4103.313477 19965.990234 49.914974 9.982995 4991.497559
342600.000000 7454600.000000 11 49 5 9988.384766 29.965147 1.997677 3995.353516 19938.218750 49.845547 9.969110 4984.554688
342600.000000 7454700.000000 10 29 3 1002.495300 30.074863 3.007486 4110.231445 19898.025391 49.745064 9.949013 4974.506348
342600.000000 7454800.000000 6 26 1 4859.008301 29.966318 2.567729 4052.502930 20040.992188 50.102482 10.020496 5010.248047
342600.000000 7454900.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20175.166016 50.437916 10.087584 5043.791504
342600.000000 7455000.000000 0 36 3 996.710754 29.901321 2.990132 4086.514404 20057.650391 50.144127 10.028826 5014.412598
342600.000000 7455100.000000 1 36 3 996.685669 29.900570 2.990057 4086.411133 20055.455078 50.138638 10.027728 5013.863770
342600.000000 7455200.000000 0 39 3 996.567749 29.897030 2.989703 4085.927490 20047.796875 50.119492 10.023898 5011.949219
342600.000000 7455300.000000 0 36 3 996.710754 29.901321 2.990132 4086.514404 20057.939453 50.144848 10.028970 5014.484863
342600.000000 7455400.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19924.953125 49.812386 9.962477 4981.238281
342600.000000 7455500.000000 1 46 3 1000.207520 30.006227 3.000623 4100.851074 20003.105469 50.007767 10.001553 5000.776367
342600.000000 7455600.000000 15 47 5 10004.003906 30.012011 2.000801 4001.602051 19934.324219 49.835808 9.967162 4983.581055
342600.000000 7455700.000000 5 46 3 1000.808472 30.024250 3.002425 4103.313477 19965.890625 49.914726 9.982944 4991.472656
342600.000000 7455800.000000 10 27 3 1002.850037 30.085505 3.008550 4111.685547 19893.355469 49.733387 9.946677 4973.338867
342600.000000 7455900.000000 3 23 7 5745.985840 29.964607 2.469000 4042.419922 20136.923828 50.342312 10.068462 5034.230957
342600.000000 7456000.000000 1 30 1 3826.025391 29.945448 2.680342 4061.122803 20120.357422 50.300892 10.060179 5030.089355
342600.000000 7456100.000000 13 46 5 9985.776367 29.957327 1.997155 3994.310791 19935.849609 49.839622 9.967924 4983.962402
342600.000000 7456200.000000 2 29 1 4109.730469 29.950598 2.649351 4058.675293 20123.503906 50.308762 10.061752 5030.875977
342600.000000 7456300.000000 15 49 5 10009.274414 30.027828 2.001855 4003.710693 19931.570312 49.828926 9.965786 4982.892578
342600.000000 7456400.000000 16 49 5 10009.557617 30.028671 2.001911 4003.822754 19930.646484 49.826614 9.965322 4982.661621
342600.000000 7456500.000000 14 49 5 10008.329102 30.024992 2.001666 4003.332520 19933.923828 49.834808 9.966962 4983.480957
342600.000000 7456600.000000 1 26 1 4997.069824 29.958525 2.551580 4049.906982 20130.181641 50.325455 10.065091 5032.545410
342600.000000 7456700.000000 11 22 3 1007.003723 30.210081 3.021010 4128.714844 19849.535156 49.623837 9.924767 4962.383789
342600.000000 7456800.000000 0 39 3 996.567749 29.897030 2.989703 4085.927490 20047.951172 50.119877 10.023975 5011.987793
342600.000000 7456900.000000 16 49 5 10009.557617 30.028671 2.001911 4003.822754 19930.521484 49.826302 9.965261 4982.630371
342600.000000 7457000.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20174.457031 50.436142 10.087229 5043.614258
342600.000000 7457100.000000 14 48 5 10004.627930 30.013882 2.000926 4001.851074 19934.947266 49.837372 9.967474 4983.736816
342600.000000 7457200.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19887.628906 49.719070 9.943814 4971.907227
342600.000000 7457300.000000 0 36 3 996.710754 29.901321 2.990132 4086.514404 20057.703125 50.144260 10.028852 5014.425781
342600.000000 7457400.000000 0 28 1 4445.154297 29.951553 2.612175 4055.071777 20122.537109 50.306343 10.061269 5030.634277
342600.000000 7457500.000000 14 21 3 1008.477783 30.254332 3.025434 4134.756836 19807.119141 49.517796 9.903559 4951.779785
342600.000000 7457600.000000 14 21 3 1008.477783 30.254332 3.025434 4134.756836 19805.748047 49.514370 9.902874 4951.437012
342600.000000 7457700.000000 14 23 3 1006.684570 30.200539 3.020054 4127.406250 19841.767578 49.604420 9.920884 4960.441895
342600.000000 7457800.000000 4 33 3 997.816406 29.934496 2.993449 4091.047363 20095.470703 50.238678 10.047735 5023.867676
342600.000000 7457900.000000 2 27 1 4692.805664 29.958525 2.585393 4053.286621 20129.730469 50.324326 10.064865 5032.432617
342600.000000 7458000.000000 4 46 3 1000.726501 30.021797 3.002180 4102.979004 19969.546875 49.923870 9.984774 4992.386719
342600.000000 7458100.000000 14 48 5 10004.627930 30.013882 2.000926 4001.851074 19935.070312 49.837677 9.967535 4983.767578
342600.000000 7458200.000000 1 37 3 996.636902 29.899107 2.989911 4086.211182 20051.634766 50.129089 10.025818 5012.908691
342600.000000 7458300.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19921.335938 49.803341 9.960668 4980.333984
342600.000000 7458400.000000 2 29 1 4109.730469 29.950598 2.649351 4058.675293 20123.210938 50.308025 10.061605 5030.802734
342600.000000 7458500.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20169.916016 50.424789 10.084958 5042.479004
342600.000000 7458600.000000 1 39 3 996.577026 29.897312 2.989731 4085.966064 20041.238281 50.103100 10.020619 5010.309570
342600.000000 7458700.000000 1 28 1 4425.200195 29.953594 2.614607 4055.585938 20124.162109 50.310406 10.062081 5031.040527
342600.000000 7458800.000000 9 49 3 1002.020325 30.060612 3.006061 4108.283203 19939.189453 49.847973 9.969594 4984.797363
342600.000000 7458900.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19920.455078 49.801140 9.960228 4980.113770
342600.000000 7459000.000000 5 34 3 998.086975 29.942610 2.994261 4092.156738 20087.779297 50.219452 10.043890 5021.944824
342600.000000 7459100.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20165.515625 50.413788 10.082758 5041.378906
342600.000000 7459200.000000 6 27 3 1000.154907 30.004646 3.000465 4100.635254 20058.882812 50.147205 10.029441 5014.720703
342600.000000 7459300.000000 9 49 3 1002.020325 30.060612 3.006061 4108.283203 19939.085938 49.847713 9.969543 4984.771484
342600.000000 7459400.000000 6 45 3 1000.636414 30.019096 3.001910 4102.610352 19966.917969 49.917297 9.983459 4991.729492
342600.000000 7459500.000000 11 34 3 1085.431396 29.847389 2.974674 4078.130615 19856.992188 49.642483 9.928496 4964.248047
342600.000000 7459600.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20164.980469 50.412449 10.082490 5041.245117
342600.000000 7459700.000000 0 23 7 5787.920898 29.961266 2.463988 4041.488281 20135.771484 50.339432 10.067886 5033.942871
342600.000000 7459800.000000 13 41 3 2370.615234 29.849865 2.832141 4064.202637 20012.873047 50.032181 10.006436 5003.218262
342600.000000 7459900.000000 15 21 3 1007.587158 30.227627 3.022763 4131.107910 19811.695312 49.529240 9.905848 4952.923828
342700.000000 7450000.000000 7 34 3 994.797241 29.843920 2.984392 4078.668701 20045.572266 50.113930 10.022786 5011.393066
342700.000000 7450100.000000 1 36 3 996.685669 29.900570 2.990057 4086.411133 20055.515625 50.138790 10.027758 5013.878906
342700.000000 7450200.000000 9 29 3 1003.561951 30.106857 3.010685 4114.603027 19927.029297 49.817574 9.963514 4981.757324
342700.000000 7450300.000000 14 42 7 7627.569336 29.989872 2.262554 4024.973877 20011.107422 50.027767 10.005553 5002.776855
342700.000000 7450400.000000 15 21 3 1007.587158 30.227627 3.022763 4131.107910 19810.968750 49.527424 9.905484 4952.742188
342700.000000 7450500.000000 2 26 1 4970.169922 29.960102 2.554722 4050.416504 20131.302734 50.328255 10.065651 5032.825684
342700.000000 7450600.000000 0 36 3 996.710754 29.901321 2.990132 4086.514404 20056.843750 50.142109 10.028422 5014.210938
342700.000000 7450700.000000 10 29 3 1002.495300 30.074863 3.007486 4110.231445 19899.476562 49.748692 9.949739 4974.869141
342700.000000 7450800.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19888.175781 49.720436 9.944088 4972.043945
342700.000000 7450900.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19886.761719 49.716904 9.943381 4971.690430
342700.000000 7451000.000000 10 30 3 1000.933960 30.028019 3.002802 4103.829102 19886.587891 49.716473 9.943295 4971.646973
342700.000000 7451100.000000 10 29 3 1002.495300 30.074863 3.007486 4110.231445 19896.326172 49.740818 9.948163 4974.081543
342700.000000 7451200.000000 2 44 3 1000.127197 30.003815 3.000381 4100.520996 20007.501953 50.018753 10.003751 5001.875488
342700.000000 7451300.000000 0 32 3 996.082458 29.882469 2.988247 4083.938721 20092.181641 50.230453 10.046091 5023.045410
342700.000000 7451400.000000 9 29 3 1003.561951 30.106857 3.010685 4114.603027 19926.365234 49.815914 9.963183 4981.591309
342700.000000 7451500.000000 9 29 3 1003.561951 30.106857 3.010685 4114.603027 19929.570312 49.823929 9.964786 4982.392578
342700.000000 7451600.000000 15 22 3 1012.933838 30.209766 3.020316 4128.601562 19818.859375 49.547150 9.909431 4954.714844
342700.000000 7451700.000000 10 27 3 1002.850037 30.085505 3.008550 4111.685547 19894.244141 49.735607 9.947122 4973.561035
342700.000000 7451800.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20176.611328 50.441528 10.088305 5044.152832
342700.000000 7451900.000000 5 29 3 998.512756 29.955381 2.995538 4093.902344 20083.138672 50.207844 10.041569 5020.784668
342700.000000 7452000.000000 1 25 7 5264.738281 29.961275 2.522121 4047.302002 20133.550781 50.333878 10.066775 5033.387695
342700.000000 7452100.000000 1 36 3 996.685669 29.900570 2.990057 4086.411133 20055.535156 50.138840 10.027768 5013.883789
342700.000000 7452200.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19925.326172 49.813313 9.962663 4981.331543
342700.000000 7452300.000000 1 30 1 3826.025391 29.945448 2.680342 4061.122803 20120.708984 50.301773 10.060354 5030.177246
342700.000000 7452400.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20179.373047 50.448433 10.089686 5044.843262
342700.000000 7452500.000000 12 40 3 1616.494019 29.837027 2.914599 4070.815186 20013.630859 50.034077 10.006815 5003.407715
342700.000000 7452600.000000 3 21 7 6144.052734 29.964617 2.424771 4037.993164 20163.242188 50.408104 10.081621 5040.810547
342700.000000 7452700.000000 14 20 3 1008.479126 30.254362 3.025437 4134.763672 19801.011719 49.502525 9.900505 4950.252930
342700.000000 7452800.000000 15 22 3 1012.933838 30.209766 3.020316 4128.601562 19818.396484 49.545990 9.909198 4954.599121
342700.000000 7452900.000000 14 43 5 8620.271484 30.008163 2.154148 4016.447510 20006.314453 50.015789 10.003158 5001.578613
342700.000000 7453000.000000 9 29 3 1003.561951 30.106857 3.010685 4114.603027 19929.988281 49.824970 9.964994 4982.497070
342700.000000 7453100.000000 11 32 3 1088.040039 29.903912 2.980249 4085.848389 19856.187500 49.640469 9.928094 4964.046875
342700.000000 7453200.000000 9 27 3 1005.071777 30.152151 3.015215 4120.793945 19924.455078 49.811138 9.962228 4981.113770
342700.000000 7453300.000000 11 35 3 1100.106689 29.831442 2.971397 4075.789307 19890.328125 49.725819 9.945164 4972.582031
342700.000000 7453400.000000 0 23 7 5787.920898 29.961266 2.463988 4041.488281 20135.560547 50.338902 10.067780 5033.890137
342700.000000 7453500.000000 10 42 3 1836.748901 29.881582 2.894746 4074.473633 20000.066406 50.000164 10.000033 5000.016602
342700.000000 7453600.000000 0 48 3 1000.404968 30.012148 3.001215 4101.660645 20001.707031 50.004269 10.000854 5000.426758
342700.000000 7453700.000000 3 46 3 1000.588440 30.017653 3.001765 4102.412598 19976.414062 49.941032 9.988207 4994.103516
342700.000000 7453800.000000 15 23 3 1013.682190 30.207417 3.019990 4128.270996 19813.466797 49.533665 9.906734 4953.366699
342700.000000 7453900.000000 1 36 3 996.685669 29.900570 2.990057 4086.411133 20055.826172 50.139568 10.027913 5013.956543
342700.000000 7454000.000000 4 28 1 4362.485840 29.956741 2.621904 4056.711182 20097.798828 50.244495 10.048900 5024.449707
342700.000000 7454100.000000 5 36 3 996.993103 29.909794 2.990980 4087.672119 20045.046875 50.112617 10.022524 5011.261719
342700.000000 7454200.000000 2 21 7 6184.138672 29.963808 2.420234 4037.443848 20172.539062 50.431347 10.086269 5043.134766
342700.000000 7454300.000000 10 25 3 1006.325439 30.189764 3.018976 4125.934082 19853.490234 49.633724 9.926745 4963.372559
342700.000000 7454400.000000 1 25 7 5264.738281 29.961275 2.522121 4047.302002 20133.412109 50.333530 10.066707 5033.353027
342700.000000 7454500.000000 4 41 3 998.623901 29.958719 2.995872 4094.358154 20017.398438 50.043499 10.008699 5004.349609
342700.000000 7454600.000000 15 21 3 1007.587158 30.227627 3.022763 4131.107910 19811.425781 49.528568 9.905713 4952.856445
342700.000000 7454700.000000 10 27 3 1002.850037 30.085505 3.008550 4111.685547 19894.632812 49.736580 9.947316 4973.658203
342700.000000 7454800.000000 3 33 3 996.900085 29.907001 2.990700 4087.290283 20096.955078 50.242390 10.048478 5024.238770
342700.000000 7454900.000000 6 44 3 1000.353088 30.010588 3.001060 4101.446777 19973.347656 49.933369 9.986674 4993.336914
